HCH_012_045_000000	福建《禹貢》揚州之域。
HCH_012_045_001383	有安化鎮、歸思鎮二巡檢司。
HCH_012_045_001384	又有普義鎮、吉安鎮、北蘭鎮三巡檢司，廢。
HCH_012_045_001385	荔波，州西北。
HCH_012_045_001386	洪武十七年九月析思恩縣地置，屬府。
HCH_012_045_001387	正統十二年改屬南丹州。
HCH_012_045_001388	成化十一年九月又屬府。
HCH_012_045_001389	正德元年來屬。
HCH_012_045_001390	州東南有勞村江，源出貴州陳蒙爛土長官司，流入州界，爲金城江。
HCH_012_045_001391	又東有窮來、南有蒙石、又有方村三土巡檢司，後廢。
HCH_012_045_001392	南丹州，洪武七年七月置。
HCH_012_045_001393	二十八年廢，尋復置。
HCH_012_045_001394	西有孟英山，舊產銀。
HCH_012_045_001395	南有都泥江，自貴州定番州流入。
HCH_012_045_001396	東距府二百四十里。
HCH_012_045_001397	東蘭州，洪武十二年置。
HCH_012_045_001398	以西蘭州省入，又省安習、忠、文三州入焉。
HCH_012_045_001399	東南有隘洞江，一名都泥江，又名紅水河，又名烏泥江。
HCH_012_045_001400	東北距府四百二十里。
HCH_012_045_001401	那地州，元地州。
HCH_012_045_001402	洪武元年改置。
HCH_012_045_001403	北有都泥江，有布柳水流合焉。
HCH_012_045_001404	南有那州，洪武元年省。
HCH_012_045_001405	東北距府二百四十里。
HCH_012_045_001406	永順長官司府西南。
HCH_012_045_001407	永定長官司府南。
HCH_012_045_001408	二司皆弘治五年析宜山縣地置。
HCH_012_045_001409	永安長官司弘治九年九月析天河縣十八里地置。
HCH_012_045_001410	南寧府，元南寧路。
HCH_012_045_001411	洪武元年爲府。
HCH_012_045_001412	領州七，縣三。
HCH_012_045_001413	東北距布政司千二百里。
HCH_012_045_001414	宣化，倚。
HCH_012_045_001415	東有崑崙山，上有崑崙關。
HCH_012_045_001416	又有橫山，又有思玉山。
HCH_012_045_001417	北有馬退山。
HCH_012_045_001418	東南有望仙坡，與青、羅二山相對。
HCH_012_045_001419	城西南有大江，即鬱江，一曰夜郎豚水。
HCH_012_045_001420	其上流有二：一爲南盤江，經府城南，曰右江；一爲麗江，經府城西南，曰左江。
HCH_012_045_001421	合流處謂之合江鎮，下流爲潯州府之左江。
HCH_012_045_001422	東有金城寨、西有那南寨、又有那龍寨、又有遷隆寨、南有八尺寨五巡檢司。
HCH_012_045_001423	隆安，府西北。
HCH_012_045_001424	嘉靖十二年四月析宣化縣那久地置。
HCH_012_045_001425	東有火焰山。
HCH_012_045_001426	城北有盤江，亦曰右江。
HCH_012_045_001427	西南有那樓寨、西北有馱演寨二巡檢司。
HCH_012_045_001428	橫州，元直隸廣西兩江道。
HCH_012_045_001429	洪武二年九月以州治寧浦縣省入，屬潯州府。
HCH_012_045_001430	十年五月降爲縣，來屬。
HCH_012_045_001431	十三年十一月復爲州，仍置寧浦縣爲州治，縣尋廢。
HCH_012_045_001432	東有烏蠻山。
HCH_012_045_001433	南有鬱江，又東南有武流江，源自廣東靈山縣，流入境合焉。
HCH_012_045_001434	東有古江口、西有南鄉二巡檢司。
HCH_012_045_001435	又南有太平關，成化四年置。
HCH_012_045_001436	西北距府二百四十里。
HCH_012_045_001437	領縣一：永淳，州西。
HCH_012_045_001438	元屬橫州。
HCH_012_045_001439	洪武十年五月省入橫縣。
HCH_012_045_001440	十三年十一月復置，屬州。
HCH_012_045_001441	西臨鬱江。
HCH_012_045_001442	南有南里鄉、北有武羅鄉二巡檢司。
HCH_012_045_001443	又東北有修德鄉巡檢司，景泰間遷於縣西，後廢。
HCH_012_045_001444	新寧州，隆慶六年二月以宣化縣定祿洞地置。
HCH_012_045_001445	北有三峯山。
HCH_012_045_001446	城西有麗江，一名定祿江，又名文字水。
HCH_012_045_001447	東南有渠樂寨巡檢司。
HCH_012_045_001448	東距府二百里。
HCH_012_045_001449	上思州，元屬思明路。
HCH_012_045_001450	洪武初廢。
HCH_012_045_001451	二十一年正月復置，屬思明府。
HCH_012_045_001452	弘治十八年來屬。
HCH_012_045_001453	南有十萬山，上思江出焉，東流合西小江，西即交址所出之左江也。
HCH_012_045_001454	又有明江，亦出十萬山，西流入思明府界。
HCH_012_045_001455	又西有遷隆峒土巡檢司。
HCH_012_045_001456	東南距府三百里。
HCH_012_045_001457	歸德州，元屬田州路。
HCH_012_045_001458	洪武二年屬田州府。
HCH_012_045_001459	弘治十八年來屬。
HCH_012_045_001460	鬱江在西南。
HCH_012_045_001461	東南距府三百五十里。
HCH_012_045_001462	果化州，元屬田州路。
HCH_012_045_001463	洪武二年屬田州府。
HCH_012_045_001464	嘉靖九年十二月來屬。
HCH_012_045_001465	南盤江在西。
HCH_012_045_001466	東南距府三百二十里。
HCH_012_045_001467	忠州，元屬思明路。
HCH_012_045_001468	洪武初廢。
HCH_012_045_001469	二十一年正月復置，屬思明府。
HCH_012_045_001470	萬曆三年九月來屬。
HCH_012_045_001471	東北距府四百餘里。
HCH_012_045_001472	下雷州，元下雷峒。
HCH_012_045_001473	洪武初，屬鎮安府。
HCH_012_045_001474	嘉靖四十三年來屬。
HCH_012_045_001475	萬曆十八年升爲州。
HCH_012_045_001476	南有邏水，自鎮安府流入，南寧府左江之別源也。
HCH_012_045_001477	東距府五百八十里。
HCH_012_045_001478	思恩軍民府，元思恩州，屬田州路。
HCH_012_045_001479	洪武二年屬田州府，後屬雲南廣西府。
HCH_012_045_001480	永樂二年八月直隸廣西布政司。
HCH_012_045_001481	正統四年十月升爲府。
HCH_012_045_001482	六年十一月升軍民府。
HCH_012_045_001483	舊治在府西北。
HCH_012_045_001484	正統七年遷府東北之喬利。
HCH_012_045_001485	嘉靖七年七月又遷武緣縣止戈裏之荒田驛，因割止戈二里屬之。
HCH_012_045_001486	西北有都陽山。
HCH_012_045_001487	東南有靖遠峯。
HCH_012_045_001488	北有紅水江，又有馱蒙江，一名清水江，流合焉。
HCH_012_045_001489	又有大攬江，出城東北大名山，下流俱入於鬱江。
HCH_012_045_001490	東有鳳化縣，正德六年七月置，嘉靖八年十月廢。
HCH_012_045_001491	東有古零，西有定羅、那馬、下旺，北有興隆，東北有白山、安定，西北有舊城、都陽九土巡檢司。
HCH_012_045_001492	領州二，縣二。
HCH_012_045_001493	東北距布政司千二百里。
HCH_012_045_001494	奉議州元直隸廣西兩江道。
HCH_012_045_001495	洪武五年省入來安府。
HCH_012_045_001496	七年二月復置，直隸行省。
HCH_012_045_001497	二十八年復廢，尋復置，直隸布政司。
HCH_012_045_001498	嘉靖六年二月來屬。
HCH_012_045_001499	東有舊城。
HCH_012_045_001500	今治本砦林村也，洪武初，遷於此。
HCH_012_045_001501	北濱南盤江，有州門渡。
HCH_012_045_001502	距府百十里。
HCH_012_045_001503	上映州，元屬鎮安路。
HCH_012_045_001504	洪武五年廢爲洞。
HCH_012_045_001505	萬曆三十二年復置，來屬。
HCH_012_045_001506	東北距府四百七十里。
HCH_012_045_001507	上林，府西南。
HCH_012_045_001508	元屬田州路。
HCH_012_045_001509	洪武二年屬田州府。
HCH_012_045_001510	嘉靖七年七月來屬。
HCH_012_045_001511	北有南盤江，南有大羅溪，東流合焉，即枯榕江之下流也。
HCH_012_045_001512	武緣，府南。
HCH_012_045_001513	元屬南寧路。
HCH_012_045_001514	萬曆五年十月來屬。
HCH_012_045_001515	西有西江，即大欖江也，東南有南流江合焉。
HCH_012_045_001516	東有鏌鎁寨、又有博澀寨、西有高井寨、西北有西舍寨四巡檢司。
HCH_012_045_001517	又南有橫山寨巡檢司，廢。
HCH_012_045_001518	太平府，元太平路，至元二十九年閏六月置。
HCH_012_045_001519	洪武二年七月爲府。
HCH_012_045_001520	領州十七，縣三。
HCH_012_045_001521	東北距布政司二千五十里。
HCH_012_045_001522	崇善，倚。
HCH_012_045_001523	府治馱盧村，洪武二年徙治麗江。
HCH_012_045_001524	舊縣治在府西北，嘉靖十九年遷入郭內。
HCH_012_045_001525	北有青連山。
HCH_012_045_001526	東有將軍山，下有威震關，一名伏波關。
HCH_012_045_001527	南有府前江，即麗江，又西有邏水流入焉。
HCH_012_045_001528	北有壺關，正德三年置。
HCH_012_045_001529	又東北有保障關。
HCH_012_045_001530	陀陵，府東北。
HCH_012_045_001531	東有淥空山，淥空江出焉，亦名綠甕江。
HCH_012_045_001532	又南有麗江。
HCH_012_045_001533	羅陽，府東北。
HCH_012_045_001534	南有麗江。
HCH_012_045_001535	西有馱排江，源出永康縣，下流入於麗江。
HCH_012_045_001536	以上三縣，元俱屬太平路。
HCH_012_045_001537	左州，東有舊治。
HCH_012_045_001538	成化十三年遷於思崖村。
HCH_012_045_001539	正德十五年遷於今治，本古攬村也。
HCH_012_045_001540	西北有金山。
HCH_012_045_001541	南有麗江。
HCH_012_045_001542	西南距府百里。
HCH_012_045_001543	養利州，有舊州三，一在州北，一在西北，一在東北。
HCH_012_045_001544	又西北有養水。
HCH_012_045_001545	北有通利江，至崇善縣注於麗江。
HCH_012_045_001546	以上二州，元屬太平路。
HCH_012_045_001547	南距府百五十里。
HCH_012_045_001548	永康州元永康縣，屬太平路。
HCH_012_045_001549	萬曆二十八年六月升爲州。
HCH_012_045_001550	北有故城。
HCH_012_045_001551	萬曆中遷於今治。
HCH_012_045_001552	西有綠甕江，下流亦合麗江焉。
HCH_012_045_001553	西南有思同州，舊屬府。
HCH_012_045_001554	萬曆二十八年六月省。
HCH_012_045_001555	西南距府二百里。
HCH_012_045_001556	上石西州元屬思明路。
HCH_012_045_001557	洪武末省。
HCH_012_045_001558	永樂二年復置。
HCH_012_045_001559	萬曆三十八年來屬。
HCH_012_045_001560	東有明江，西北流入麗江。
HCH_012_045_001561	東北距府三百三十里。
HCH_012_045_001562	太平州自此以下十一州，元屬太平路。
HCH_012_045_001563	邏水在西，下流入麗江。
HCH_012_045_001564	東南距府八十里。
HCH_012_045_001565	思城州南有教水，下流合於隴水。
HCH_012_045_001566	東南距府五百里。
HCH_012_045_001567	安平州南有隴水，下流合於邏水。
HCH_012_045_001568	東南距府百十里。
HCH_012_045_001569	萬承州西南有綠降水，亦名玉帶水。
HCH_012_045_001570	西南距府五十里。
HCH_012_045_001571	全茗州西有通利江，一名大利江。
HCH_012_045_001572	南距府百六十里。
HCH_012_045_001573	鎮遠州北有楊山。
HCH_012_045_001574	南有巖磨水。
HCH_012_045_001575	西南距府二百八十里。
HCH_012_045_001576	茗盈州南有觀音巖，澗水出焉，下流入於麗江。
HCH_012_045_001577	西南距府六十里。
HCH_012_045_001578	龍英州南有通利江，有三源，下流入於麗江。
HCH_012_045_001579	南距府二百十里。
HCH_012_045_001580	結安州西有堰水，下流入麗江。
HCH_012_045_001581	西南距府二百二十里。
HCH_012_045_001582	結倫州南有咘畢水。
HCH_012_045_001583	即堰水之上流。
HCH_012_045_001584	西南距府三百三十里。
HCH_012_045_001585	都結州南有咘畢水。
HCH_012_045_001586	西南距府三百三十里。
HCH_012_045_001587	上下凍州元屬龍州萬戶府。
HCH_012_045_001588	洪武初來屬。
HCH_012_045_001589	西有八峯山，太源水出焉。
HCH_012_045_001590	又北有青連山。
HCH_012_045_001591	南有拱天嶺。
HCH_012_045_001592	東距府二百二十里。
HCH_012_045_001593	思明州元屬思明路。
HCH_012_045_001594	洪武二年屬思明府。
HCH_012_045_001595	萬曆十六年三月來屬。
HCH_012_045_001596	東有逐象山。
HCH_012_045_001597	東北有明江，自思明府流入。
HCH_012_045_001598	東北距府二百十里。
HCH_012_045_001599	思明府元思明路。
HCH_012_045_001600	洪武二年七月爲府，直隸行省。
HCH_012_045_001601	九年直隸布政司。
HCH_012_045_001602	南有明江，有永平寨巡檢司。
HCH_012_045_001603	領州三。
HCH_012_045_001604	北距布政司二千二百里。
HCH_012_045_001605	下石西州元屬思明路。
HCH_012_045_001606	洪武二年屬府。
HCH_012_045_001607	舊治在東南。
HCH_012_045_001608	萬曆間，始遷今治。
HCH_012_045_001609	西距府百四十里。
HCH_012_045_001610	西平州元屬思明路。
HCH_012_045_001611	洪武三年省。
HCH_012_045_001612	永樂二年復置。
HCH_012_045_001613	宣德元年與安南。
HCH_012_045_001614	祿州元屬思明府。
HCH_012_045_001615	洪武三年省。
HCH_012_045_001616	二十一年正月復置，尋沒於交址。
HCH_012_045_001617	永樂三年收復。
HCH_012_045_001618	宣德元年與安南。
HCH_012_045_001619	鎮安府元鎮安路。
HCH_012_045_001620	洪武二年爲府。
HCH_012_045_001621	西有鎮安舊城。
HCH_012_045_001622	洪武二年徙於廢凍州，即今治也。
HCH_012_045_001623	南有馱命江，下流合鬱江。
HCH_012_045_001624	又有邏水，發源府北土山峽中，下流至胡潤寨，與歸順州之邏水合，有湖潤寨巡檢司。
HCH_012_045_001625	距布政司二千二百里。
HCH_012_045_001626	田州元田州路。
HCH_012_045_001627	洪武二年七月爲府。
HCH_012_045_001628	嘉靖七年六月降爲州，徙治八甲，而置田寧府於府城。
HCH_012_045_001629	八年十月，府廢，州復還故治，直隸布政司。
HCH_012_045_001630	東南有南盤江。
HCH_012_045_001631	西有來安路，元屬廣西兩江道，洪武二年七月爲府，領歸仁州、羅博州、田州，十七年復廢。
HCH_012_045_001632	北有上隆州，元屬田州路，洪武二年屬府，成化三年徙治潯州府東北，更名武靖州。
HCH_012_045_001633	又有恩城州，元屬路，洪武初屬府，弘治五年廢。
HCH_012_045_001634	東有牀甲、拱甲、婪鳳，西有武隆、累彩，北有岜馬甲、篆甲，東北有下隆，東南有砦桑，西北有凌時，西南有萬岡陽院，又有大甲、子甲，又有縣甲、怕河、怕牙、思郎、思幼、候周十九土巡檢司。
HCH_012_045_001635	距布政司千六百里。
HCH_012_045_001636	歸順州元屬鎮安路。
HCH_012_045_001637	洪武初，廢爲洞。
HCH_012_045_001638	弘治九年八月復置，屬鎮安府。
HCH_012_045_001639	嘉靖初，直隸布政司。
HCH_012_045_001640	東北有龍潭水，南入交址高平府界。
HCH_012_045_001641	又南有邏水，發源西北鵝槽隘界。
HCH_012_045_001642	距布政司二千三百二十里。
HCH_012_045_001643	泗城州元屬田州路。
HCH_012_045_001644	洪武七年直隸行中書省。
HCH_012_045_001645	九年直隸布政司。
HCH_012_045_001646	舊州在西南，洪武六年移於古勘洞。
HCH_012_045_001647	西有南盤江，自貴州慕役長官司流入，下流爲南寧府之右江。
HCH_012_045_001648	又北有紅水江。
HCH_012_045_001649	東北有程縣，洪武二十一年以泗城州之程醜莊置，屬州，尋屬慶遠府，宣德初，還屬州，嘉靖元年廢。
HCH_012_045_001650	西南有利州，元屬田州路，洪武七年十一月直隸布政司，正統六年五月徙治泗城州古那甲，嘉靖二年廢。
HCH_012_045_001651	又西有上林長官司，永樂七年以州之上林洞置，直隸布政司，萬曆中，省入州，崇禎六年分司西地入雲南廣南府。
HCH_012_045_001652	有羅博關巡檢司。
HCH_012_045_001653	北距布政司一千八百一十五里。
HCH_012_045_001654	向武州元屬田州路。
HCH_012_045_001655	洪武二年七月屬田州府。
HCH_012_045_001656	二十八年廢。
HCH_012_045_001657	建文二年復置，直隸布政司。
HCH_012_045_001658	舊州在東。
HCH_012_045_001659	萬曆四十五年遷於乃甲。
HCH_012_045_001660	南有枯榕江，下流入於右江。
HCH_012_045_001661	北有富勞縣，元屬田州路，洪武二年屬田州府，尋爲夷僚所據，建文四年復置，後廢。
HCH_012_045_001662	東有武林縣，元亦屬田州路，洪武二年屬田州府，永樂初省入富勞縣。
HCH_012_045_001663	距布政司二千四百里。
HCH_012_045_001664	都康州元屬田州路。
HCH_012_045_001665	洪武二年屬田州府，後爲夷僚所據。
HCH_012_045_001666	建文元年復置，直隸布政司。
HCH_012_045_001667	西有岜爐江，下流合於通利江。
HCH_012_045_001668	距布政司二千五百四十里。
HCH_012_045_001669	龍州元龍州萬戶府。
HCH_012_045_001670	洪武二年七月仍爲州，屬太平府。
HCH_012_045_001671	九年六月直隸布政司。
HCH_012_045_001672	南有龍江，自交址廣源州流入，即麗江也，有明江流入焉，下流爲南寧府之左江。
HCH_012_045_001673	距布政司二千三百里。
HCH_012_045_001674	江州元屬思明路。
HCH_012_045_001675	洪武二十年直隸布政司。
HCH_012_045_001676	東有歸安水，西有綠眉水，下流俱合於麗江。
HCH_012_045_001677	領縣一。
HCH_012_045_001678	距布政司二千一百十里。
HCH_012_045_001679	羅白州東北。
HCH_012_045_001680	洪武三年置，屬思明府，後來屬。
HCH_012_045_001681	南有隴冬水，下流入於麗江。
HCH_012_045_001682	思陵州元屬思明路。
HCH_012_045_001683	洪武三年省入思明府。
HCH_012_045_001684	二十一年正月復置，直隸布政司。
HCH_012_045_001685	南有角硬山，角硬水出焉，又有淰削水合之，下流入思明府界。
HCH_012_045_001686	距布政司二千一百二十里。
HCH_012_045_001687	憑祥州本憑祥縣。
HCH_012_045_001688	永樂二年五月以思明府之憑祥鎮置，屬思明府。
HCH_012_045_001689	成化十八年升爲州，直隸布政司。
HCH_012_045_001690	西北有麗江，自交址廣源州流入。
HCH_012_045_001691	又南有鎮南關，一名大南關，即界首關也。
HCH_012_045_001692	距布政司二千四十里。
HCH_012_045_001693	安隆長官司元致和元年三月置安隆州，屬雲南行省。
HCH_012_045_001694	後廢爲寨，屬泗城州。
HCH_012_045_001695	洪武三十五年十二月置安隆長官司，仍屬泗城州，後直隸布政司。
HCH_012_045_001696	西有壩達山，渾水河經其下，即紅水江也，東入泗城州界。
HCH_012_045_001697	又西南有同舍河。
HCH_012_045_001698	距布政司裏。
